node_type_id ei model_name model_processing model_type model_template morphology
100 i 471086533_perisomatic aibs_perisomatic biophysical nml:Cell_471086533.cell.nml Sst-IRES-Cre;Ai14-167638.05.02.01_501934125_m
101 i 472440759_perisomatic aibs_perisomatic biophysical nml:Cell_472440759.cell.nml Sst-IRES-Cre;Ai14-167636.04.01.01_491119515_m
102 i 472299294_perisomatic aibs_perisomatic biophysical nml:Cell_472299294.cell.nml Rorb-IRES2-Cre-D;Ai14-168052.03.02.01_491770140_m
103 i 471087975_perisomatic aibs_perisomatic biophysical nml:Cell_471087975.cell.nml Rorb-IRES2-Cre-D;Ai14-168053.06.01.01_495334938_m
104 i 473863578_perisomatic aibs_perisomatic biophysical nml:Cell_473863578.cell.nml Scnn1a-Tg3-Cre;Ai14-168093.03.02.01_491119592_m
105 i 473862421_perisomatic aibs_perisomatic biophysical nml:Cell_473862421.cell.nml Pvalb-IRES-Cre;Ai14-169125.03.01.01_491119617_m
106 i 473863035_perisomatic aibs_perisomatic biophysical nml:Cell_473863035.cell.nml Nr5a1-Cre;Ai14-169250.03.02.01_491119754_m
107 i 329321704_perisomatic aibs_perisomatic biophysical nml:Cell_329321704.cell.nml Scnn1a-Tg3-Cre;Ai14-170426.03.01.01_491392845_m
108 i 472300877_perisomatic aibs_perisomatic biophysical nml:Cell_472300877.cell.nml Scnn1a-Tg2-Cre;Ai14-171062.06.02.01_491119500_m
109 i 473834758_perisomatic aibs_perisomatic biophysical nml:Cell_473834758.cell.nml Nr5a1-Cre;Ai14-172512.05.01.01_495334973_m
110 i 478513224_perisomatic aibs_perisomatic biophysical nml:Cell_478513224.cell.nml Nr5a1-Cre;Ai14-172512.06.02.01_491120144_m
111 i 480630211_perisomatic aibs_perisomatic biophysical nml:Cell_480630211.cell.nml Gad2-IRES-Cre;Ai14-172679.05.01.01_491119788_m
112 i 472455509_perisomatic aibs_perisomatic biophysical nml:Cell_472455509.cell.nml Scnn1a-Tg3-Cre;Ai14-172530.03.01.01_491771137_m
113 i 480629276_perisomatic aibs_perisomatic biophysical nml:Cell_480629276.cell.nml Sst-IRES-Cre;Ai14-173191.06.02.01_491119812_m
114 i 472304676_perisomatic aibs_perisomatic biophysical nml:Cell_472304676.cell.nml Sst-IRES-Cre;Ai14-173196.03.01.01_491770223_m
115 i 472352327_perisomatic aibs_perisomatic biophysical nml:Cell_472352327.cell.nml Htr3a-Cre_491119419_m
116 i 472912177_perisomatic aibs_perisomatic biophysical nml:Cell_472912177.cell.nml Pvalb-IRES-Cre;Ai14-176847.04.02.01_491120133_m
117 i 472306616_perisomatic aibs_perisomatic biophysical nml:Cell_472306616.cell.nml Pvalb-IRES-Cre;Ai14-176848.03.01.01_491119484_m
118 i 480633479_perisomatic aibs_perisomatic biophysical nml:Cell_480633479.cell.nml Pvalb-IRES-Cre;Ai14-178310.02.01.01_513557093_m
119 i 472306460_perisomatic aibs_perisomatic biophysical nml:Cell_472306460.cell.nml Scnn1a-Tg2-Cre;Ai14-176962.05.01.01_495335447_m
120 i 473862496_perisomatic aibs_perisomatic biophysical nml:Cell_473862496.cell.nml Nr5a1-Cre;Ai14-177333.03.01.01_491771090_m
121 i 472451419_perisomatic aibs_perisomatic biophysical nml:Cell_472451419.cell.nml Nr5a1-Cre;Ai14-177334.05.01.01_491459171_m
122 i 480630344_perisomatic aibs_perisomatic biophysical nml:Cell_480630344.cell.nml Nr5a1-Cre;Ai14-177334.05.02.01_527109106_m
123 i 472363762_perisomatic aibs_perisomatic biophysical nml:Cell_472363762.cell.nml Scnn1a-Tg3-Cre;Ai14-177300.01.02.01_491771068_m
124 i 478513407_perisomatic aibs_perisomatic biophysical nml:Cell_478513407.cell.nml Pvalb-IRES-Cre;Ai14-177452.03.02.01_491119336_m
125 i 472447460_perisomatic aibs_perisomatic biophysical nml:Cell_472447460.cell.nml Gad2-IRES-Cre;Ai14-177637.02.02.01_491771124_m
126 i 480633088_perisomatic aibs_perisomatic biophysical nml:Cell_480633088.cell.nml Nr5a1-Cre;Ai14-178521.04.02.01_492100683_m
127 i 472421285_perisomatic aibs_perisomatic biophysical nml:Cell_472421285.cell.nml Htr3a-Cre_491120333_m
128 i 472450023_perisomatic aibs_perisomatic biophysical nml:Cell_472450023.cell.nml Sst-IRES-Cre;Ai14-165865.03.01.01_491119181_m
129 i 472299363_perisomatic aibs_perisomatic biophysical nml:Cell_472299363.cell.nml Sst-IRES-Cre;Ai14-165865.05.02.01_491119537_m
130 i 478513461_perisomatic aibs_perisomatic biophysical nml:Cell_478513461.cell.nml Sst-IRES-Cre;Ai14-179870.04.01.01_491120344_m
131 i 473871773_perisomatic aibs_perisomatic biophysical nml:Cell_473871773.cell.nml Scnn1a-Tg3-Cre;Ai14-177297.05.02.01_495335458_m
132 i 482934212_perisomatic aibs_perisomatic biophysical nml:Cell_482934212.cell.nml Scnn1a-Tg3-Cre;Ai14-177297.06.01.01_491120155_m
133 i 480631286_perisomatic aibs_perisomatic biophysical nml:Cell_480631286.cell.nml Pvalb-IRES-Cre;Ai14-177452.03.01.01_491120251_m
134 i 478513187_perisomatic aibs_perisomatic biophysical nml:Cell_478513187.cell.nml Htr3a-Cre_491120305_m
135 i 473465774_perisomatic aibs_perisomatic biophysical nml:Cell_473465774.cell.nml Pvalb-IRES-Cre;Ai14-172096.04.02.01_491119732_m
136 i 478513437_perisomatic aibs_perisomatic biophysical nml:Cell_478513437.cell.nml Pvalb-IRES-Cre;Ai14-180633.05.01.01_491119234_m
137 i 478513415_perisomatic aibs_perisomatic biophysical nml:Cell_478513415.cell.nml Pvalb-IRES-Cre;Ai14-180633.04.01.01_491771159_m
138 i 478513441_perisomatic aibs_perisomatic biophysical nml:Cell_478513441.cell.nml Pvalb-IRES-Cre;Ai14-180634.04.01.01_495335480_m
139 i 480624414_perisomatic aibs_perisomatic biophysical nml:Cell_480624414.cell.nml Rbp4-Cre_495335491_m
140 i 476630516_perisomatic aibs_perisomatic biophysical nml:Cell_476630516.cell.nml Rorb-IRES2-Cre-D;Ai14-181710.05.02.01_491771275_m
141 i 476637699_perisomatic aibs_perisomatic biophysical nml:Cell_476637699.cell.nml Sst-IRES-Cre;Ai14-182533.03.01.01_491770708_m
142 i 476637796_perisomatic aibs_perisomatic biophysical nml:Cell_476637796.cell.nml Rorb-IRES2-Cre-D;Ai14-181715.04.01.01_491392833_m
143 i 476679102_perisomatic aibs_perisomatic biophysical nml:Cell_476679102.cell.nml Htr3a-Cre_492100793_m
144 i 477313251_perisomatic aibs_perisomatic biophysical nml:Cell_477313251.cell.nml Htr3a-Cre_491119305_m
145 i 477494382_perisomatic aibs_perisomatic biophysical nml:Cell_477494382.cell.nml Htr3a-Cre_491120373_m
146 i 477510918_perisomatic aibs_perisomatic biophysical nml:Cell_477510918.cell.nml Sst-IRES-Cre;Ai14-183332.05.01.01_491771290_m
147 i 477510985_perisomatic aibs_perisomatic biophysical nml:Cell_477510985.cell.nml Sst-IRES-Cre;Ai14-183332.06.02.01_495889919_m
148 i 478045081_perisomatic aibs_perisomatic biophysical nml:Cell_478045081.cell.nml Htr3a-Cre_492100857_m
149 i 478045202_perisomatic aibs_perisomatic biophysical nml:Cell_478045202.cell.nml Htr3a-Cre_491119960_m
150 i 478045226_perisomatic aibs_perisomatic biophysical nml:Cell_478045226.cell.nml Htr3a-Cre_491119938_m
151 i 478045347_perisomatic aibs_perisomatic biophysical nml:Cell_478045347.cell.nml Htr3a-Cre_492413499_m
152 i 478809612_perisomatic aibs_perisomatic biophysical nml:Cell_478809612.cell.nml Pvalb-IRES-Cre;Ai14-187029.03.02.01_491119916_m
153 i 478047588_perisomatic aibs_perisomatic biophysical nml:Cell_478047588.cell.nml Rorb-IRES2-Cre-D;Ai14-187416.05.01.01_491796267_m
154 i 477838913_perisomatic aibs_perisomatic biophysical nml:Cell_477838913.cell.nml Sst-IRES-Cre;Ai14-187427.04.01.01_491119894_m
155 i 480361288_perisomatic aibs_perisomatic biophysical nml:Cell_480361288.cell.nml Scnn1a-Tg3-Cre;Ai14-187852.04.02.01_484775243_m
156 i 477876583_perisomatic aibs_perisomatic biophysical nml:Cell_477876583.cell.nml Nr5a1-Cre;Ai14-187780.03.02.01_491253858_m
157 i 477878284_perisomatic aibs_perisomatic biophysical nml:Cell_477878284.cell.nml Sst-IRES-Cre;Ai14-188740.03.02.01_491119369_m
